CustomerKey;GeographyKey;CustomerLabel;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CustomerType;CompanyName;ETLLoadID;LoadDate;UpdateDate
1308;454;12307;NULL;Brad;NULL;She;0;1954-11-13;M;NULL;M;brad1@adventure-works.com;90000,00;4;2;High School;Professional;1;1;12, rue Henri Gagnon;NULL;1 (11) 500 555-0136;2001-11-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3698;506;14697;NULL;Nelson;NULL;Jimenez;0;1972-02-10;S;NULL;M;nelson5@adventure-works.com;20000,00;0;0;Partial High School;Manual;0;2;9891 Clayton Way;NULL;1 (11) 500 555-0193;2001-11-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17662;507;28661;NULL;Dalton;NULL;Ward;0;1971-04-10;S;NULL;M;dalton74@adventure-works.com;60000,00;1;0;Graduate Degree;Professional;0;0;9437 Cambridge Dr.;NULL;769-555-0137;2001-11-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17674;658;28673;NULL;Arianna;H;Reed;0;1970-06-08;M;NULL;F;arianna42@adventure-works.com;70000,00;4;0;Graduate Degree;Professional;0;0;6810 San Vincente Drive;NULL;510-555-0172;2001-11-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3635;703;14634;NULL;Amber;NULL;Baker;0;1961-11-19;M;NULL;F;amber17@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;3814 Harvard Drive;NULL;100-555-0138;2001-11-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
1286;476;12285;NULL;Bethany;NULL;Chande;0;1969-11-28;S;NULL;F;bethany18@adventure-works.com;30000,00;1;0;Bachelors;Clerical;1;0;4855, rue des Ecoles;NULL;1 (11) 500 555-0130;2001-11-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7243;518;18242;NULL;Christine;I;Pal;0;1969-07-10;M;NULL;F;christine7@adventure-works.com;90000,00;1;0;Graduate Degree;Management;1;0;9637 Arata Way;NULL;1 (11) 500 555-0112;2001-11-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7203;561;18202;NULL;Erika;A;Gill;0;1973-04-16;M;NULL;F;erika11@adventure-works.com;100000,00;0;5;High School;Management;0;2;1045 Lolita Drive;NULL;1 (11) 500 555-0175;2001-11-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7253;425;18252;NULL;Alvin;NULL;Sun;0;1966-11-25;M;NULL;M;alvin13@adventure-works.com;80000,00;5;5;Graduate Degree;Management;1;3;9396 Race Road;NULL;1 (11) 500 555-0112;2001-11-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7453;425;18452;NULL;Bruce;D;Martinez;0;1948-06-12;M;NULL;M;bruce17@adventure-works.com;30000,00;3;0;Partial College;Clerical;0;2;329 Shelly Dr;NULL;1 (11) 500 555-0119;2001-12-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
1384;529;12383;NULL;Albert;M;Gomez;0;1973-04-20;S;NULL;M;albert4@adventure-works.com;30000,00;0;0;High School;Manual;0;1;2401, rue des Bouchers;NULL;1 (11) 500 555-0177;2001-12-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
366;628;11365;NULL;Brittney;NULL;Sun;0;1979-06-09;S;NULL;F;brittney12@adventure-works.com;10000,00;1;1;High School;Manual;0;0;8856 Mt. Wilson Way;NULL;1 (11) 500 555-0155;2001-12-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17830;584;28829;NULL;Robert;NULL;Bryant;0;1970-02-15;M;NULL;M;robert29@adventure-works.com;40000,00;1;1;Bachelors;Skilled Manual;0;0;1336 Terrace Road;NULL;243-555-0174;2001-12-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18012;689;29011;NULL;Allison;M;Roberts;0;1949-10-13;M;NULL;F;allison26@adventure-works.com;70000,00;4;1;Partial College;Professional;1;2;8827 Bidwell Street;NULL;970-555-0155;2001-12-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17989;469;28988;NULL;Harold;C;Perez;0;1944-02-22;S;NULL;M;harold18@adventure-works.com;30000,00;5;0;Partial High School;Clerical;0;2;5592 Byers Rd.;NULL;104-555-0162;2001-12-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18127;443;29126;NULL;Chloe;NULL;Cox;0;1974-09-26;S;NULL;F;chloe56@adventure-works.com;60000,00;0;0;Partial College;Professional;0;2;2477 Macalven Drive;NULL;237-555-0112;2001-12-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
9553;659;20552;NULL;Heather;E;Liang;0;1957-02-20;M;NULL;F;heather16@adventure-works.com;150000,00;2;4;High School;Professional;1;3;6228 RaceCourt;NULL;1 (11) 500 555-0167;2001-12-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
11733;550;22732;NULL;Sean;NULL;Turner;0;1943-08-15;M;NULL;M;sean37@adventure-works.com;80000,00;5;0;Bachelors;Management;1;2;869 Cherry St.;NULL;535-555-0140;2001-12-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
445;425;11444;NULL;Tina;C;Mehta;0;1976-04-28;M;NULL;F;tina15@adventure-works.com;70000,00;0;0;Bachelors;Professional;1;3;5357 Willow Drive;NULL;1 (11) 500 555-0192;2001-12-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2837;639;13836;NULL;Dominic;C;Sara;0;1976-04-07;S;NULL;M;dominic10@adventure-works.com;30000,00;0;0;Partial College;Clerical;0;1;Altendorfer Straße 70;NULL;1 (11) 500 555-0113;2001-12-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7282;512;18281;NULL;Jaclyn;NULL;Li;0;1961-12-19;S;NULL;F;jaclyn3@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;0;1;3875 Black Walnut Court;NULL;1 (11) 500 555-0110;2001-12-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7696;510;18695;NULL;Aaron;C;Diaz;0;1969-11-04;M;NULL;M;aaron21@adventure-works.com;90000,00;2;0;Bachelors;Professional;1;0;9413 Maria Vega Court;NULL;1 (11) 500 555-0130;2001-12-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7695;518;18694;NULL;Derrick;NULL;Gomez;0;1969-07-21;M;NULL;M;derrick1@adventure-works.com;90000,00;1;0;Graduate Degree;Management;1;0;2460 Tanager Court;NULL;1 (11) 500 555-0123;2001-12-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7487;554;18486;NULL;Kari;NULL;Torres;0;1956-12-06;S;NULL;F;kari32@adventure-works.com;70000,00;2;0;High School;Skilled Manual;1;2;4006 Jane Ct;NULL;1 (11) 500 555-0140;2001-12-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7489;561;18488;NULL;Clayton;NULL;Xu;0;1956-05-23;M;NULL;M;clayton11@adventure-works.com;70000,00;2;0;High School;Skilled Manual;1;2;9510 Roskelley Drive;NULL;1 (11) 500 555-0176;2001-12-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7310;534;18309;NULL;Mandy;NULL;Wu;0;1956-03-17;S;NULL;F;mandy8@adventure-works.com;70000,00;1;0;Partial College;Skilled Manual;1;1;2015 Bella Avenue;NULL;1 (11) 500 555-0180;2001-12-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3778;541;14777;NULL;Kayla;A;Jenkins;0;1968-04-09;M;NULL;F;kayla31@adventure-works.com;40000,00;0;0;Bachelors;Clerical;1;0;5201 Dumbarton Street;NULL;1 (11) 500 555-0146;2001-12-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
1322;503;12321;NULL;Rosa;K;Hu;0;1951-02-15;M;NULL;F;rosa20@adventure-works.com;70000,00;5;2;Partial High School;Skilled Manual;1;2;28, place du Tertre;NULL;1 (11) 500 555-0192;2001-12-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17828;619;28827;NULL;Joshua;E;Robinson;0;1972-03-26;M;NULL;M;joshua20@adventure-works.com;60000,00;1;0;Graduate Degree;Professional;1;0;1226 Shoenic;NULL;165-555-0181;2001-12-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17854;508;28853;NULL;Miguel;J;Davis;0;1970-10-06;M;NULL;M;miguel4@adventure-works.com;60000,00;2;0;Graduate Degree;Professional;1;0;2798 Castlewood;NULL;566-555-0118;2001-12-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14976;442;25975;NULL;Ebony;R;Gutierrez;0;1963-03-21;S;NULL;F;ebony33@adventure-works.com;70000,00;4;2;Bachelors;Professional;0;2;9938 Eastgate Lane;NULL;847-555-0167;2001-12-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14973;703;25972;NULL;Jocelyn;NULL;Henderson;0;1963-07-05;S;NULL;F;jocelyn5@adventure-works.com;70000,00;4;2;Bachelors;Professional;0;2;3187 Westwood Court;NULL;461-555-0112;2001-12-03;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14974;500;25973;NULL;Mariah;NULL;Griffin;0;1963-03-14;S;NULL;F;mariah25@adventure-works.com;70000,00;4;2;Bachelors;Professional;0;2;8660 San Vincente Drive;NULL;988-555-0116;2001-12-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17998;610;28997;NULL;Hector;NULL;Carlson;0;1947-11-27;S;NULL;M;hector16@adventure-works.com;40000,00;2;1;High School;Professional;0;1;1667 Warren Street;NULL;192-555-0128;2001-12-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
1309;657;12308;NULL;Margaret;NULL;He;0;1954-04-25;M;NULL;F;margaret25@adventure-works.com;100000,00;3;4;High School;Professional;1;2;12bis, boulevard du Montparnasse;NULL;1 (11) 500 555-0112;2001-12-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3644;627;14643;NULL;Eric;M;Simmons;0;1967-01-15;S;NULL;M;eric22@adventure-works.com;50000,00;0;0;Partial College;Skilled Manual;1;1;9208 St. Germain Lane;NULL;175-555-0147;2001-12-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7338;561;18337;NULL;Audrey;NULL;Serrano;0;1942-08-14;S;NULL;F;audrey18@adventure-works.com;50000,00;2;0;Graduate Degree;Management;1;1;1631 Via Cordona;NULL;1 (11) 500 555-0148;2001-12-04;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7339;568;18338;NULL;Nina;NULL;Andersen;0;1942-07-15;S;NULL;F;nina13@adventure-works.com;50000,00;2;0;Graduate Degree;Management;1;1;2461 Orangewood Court;NULL;1 (11) 500 555-0138;2001-12-05;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7466;699;18465;NULL;Jamie;S;Yang;0;1952-02-22;S;NULL;F;jamie7@adventure-works.com;30000,00;3;0;High School;Skilled Manual;1;2;2111 Freedom Court;NULL;1 (11) 500 555-0124;2001-12-05;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17843;652;28842;NULL;Nicole;K;Bailey;0;1971-05-20;M;NULL;F;nicole33@adventure-works.com;70000,00;3;0;Graduate Degree;Professional;1;0;3328 Via Cortez;NULL;191-555-0167;2001-12-05;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17805;443;28804;NULL;Wyatt;C;Allen;0;1972-12-13;S;NULL;M;wyatt26@adventure-works.com;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;2912 Guadalupe Dr.;NULL;114-555-0149;2001-12-05;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14953;469;25952;NULL;Jon;NULL;Alonso;0;1975-05-22;S;NULL;M;jon18@adventure-works.com;40000,00;0;0;High School;Skilled Manual;0;2;9518 Lakeview Place;NULL;410-555-0144;2001-12-05;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18468;556;29467;NULL;Monica;J;Mehta;0;1961-10-16;M;NULL;F;monica14@adventure-works.com;30000,00;4;0;Graduate Degree;Clerical;1;0;Bundesallee 2461;NULL;1 (11) 500 555-0121;2001-12-05;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17826;678;28825;NULL;Caleb;A;Hernandez;0;1972-08-04;M;NULL;M;caleb45@adventure-works.com;60000,00;1;0;Graduate Degree;Skilled Manual;1;0;9808 Deerfield Dr.;NULL;344-555-0121;2001-12-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17858;475;28857;NULL;Matthew;NULL;Johnson;0;1967-06-17;S;NULL;M;matthew7@adventure-works.com;60000,00;2;2;Bachelors;Skilled Manual;1;1;6058 Hill Street;NULL;354-555-0182;2001-12-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7336;487;18335;NULL;Ricky;E;Diaz;0;1942-10-09;M;NULL;M;ricky3@adventure-works.com;40000,00;2;0;Bachelors;Management;1;2;4003 Woodcrest Dr;NULL;1 (11) 500 555-0160;2001-12-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2809;626;13808;NULL;Richard;L;Perez;0;1964-11-03;S;NULL;M;richard31@adventure-works.com;30000,00;2;2;Partial College;Clerical;1;2;Zollhof 1866;NULL;1 (11) 500 555-0114;2001-12-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3139;641;14138;NULL;Vincent;M;He;0;1943-10-16;S;NULL;M;vincent18@adventure-works.com;20000,00;2;0;Partial College;Manual;1;1;Wolfgangstraße 48;NULL;1 (11) 500 555-0124;2001-12-06;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3141;674;14140;NULL;Meagan;NULL;Sai;0;1961-07-08;M;NULL;F;meagan6@adventure-works.com;30000,00;4;0;Graduate Degree;Clerical;1;0;Helsenbergbogen 6;NULL;1 (11) 500 555-0142;2001-12-07;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
446;549;11445;NULL;Kari;S;Kim;0;1974-07-21;S;NULL;F;kari3@adventure-works.com;70000,00;0;0;Bachelors;Professional;0;3;977 Davona Drive;NULL;1 (11) 500 555-0136;2001-12-07;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7335;613;18334;NULL;Edwin;NULL;Ye;0;1941-10-26;M;NULL;M;edwin10@adventure-works.com;30000,00;2;0;Partial College;Clerical;0;2;1652 Willcrest Circle;NULL;1 (11) 500 555-0177;2001-12-07;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17846;597;28845;NULL;Kaitlyn;NULL;Simmons;0;1968-11-07;S;NULL;F;kaitlyn82@adventure-works.com;70000,00;2;2;Bachelors;Skilled Manual;1;0;9245 Escobar;NULL;568-555-0128;2001-12-07;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18140;560;29139;NULL;Riley;L;Coleman;0;1968-08-22;S;NULL;F;riley4@adventure-works.com;60000,00;2;2;Graduate Degree;Professional;0;0;460 Almond Avve;NULL;464-555-0189;2001-12-07;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18059;619;29058;NULL;Olivia;L;Reed;0;1978-01-03;S;NULL;F;olivia28@adventure-works.com;60000,00;0;0;Partial College;Skilled Manual;0;2;1736 Windsor Drive;NULL;102-555-0150;2001-12-07;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18129;488;29128;NULL;Alyssa;NULL;Reed;0;1966-09-14;M;NULL;F;alyssa28@adventure-works.com;130000,00;0;1;Graduate Degree;Management;1;3;2559 Gumwood;NULL;966-555-0118;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18005;547;29004;NULL;Andrew;C;Thomas;0;1948-11-24;M;NULL;M;andrew20@adventure-works.com;70000,00;4;1;Bachelors;Management;1;2;4310 Kenston Dr.;NULL;188-555-0113;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17419;529;28418;NULL;Kelli;C;Zhu;0;1962-02-24;M;NULL;F;kelli15@adventure-works.com;40000,00;1;0;Bachelors;Skilled Manual;1;0;52, rue Mazagran;NULL;1 (11) 500 555-0188;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
15693;675;26692;NULL;Isabella;L;Brown;0;1956-05-17;M;NULL;F;isabella61@adventure-works.com;70000,00;3;2;Partial College;Professional;1;0;3573 Holiday Hills;NULL;150-555-0166;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
11300;671;22299;NULL;Richard;M;Murphy;0;1963-12-27;S;NULL;M;richard96@adventure-works.com;70000,00;4;2;Bachelors;Professional;1;2;4528 Summit View Dr.;NULL;258-555-0135;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7289;634;18288;NULL;Daisy;A;Suarez;0;1965-08-27;S;NULL;F;daisy14@adventure-works.com;70000,00;0;0;Bachelors;Professional;0;1;4845 Lighthouse Way;NULL;1 (11) 500 555-0178;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6997;503;17996;NULL;Cedric;NULL;Raji;0;1964-11-13;S;NULL;M;cedric39@adventure-works.com;20000,00;3;3;High School;Manual;1;0;45, avenue de la Gare;NULL;1 (11) 500 555-0195;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7468;487;18467;NULL;Darren;NULL;Townsend;0;1953-11-24;S;NULL;M;darren34@adventure-works.com;40000,00;3;0;Partial College;Skilled Manual;1;2;7918 Snyder Lane;NULL;1 (11) 500 555-0165;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7458;706;18457;NULL;Olivia;E;White;0;1950-01-16;M;NULL;F;olivia12@adventure-works.com;30000,00;3;0;Partial College;Clerical;0;2;5206 Damascus Loop;NULL;1 (11) 500 555-0193;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7488;699;18487;NULL;Tasha;J;Nath;0;1956-10-10;S;NULL;F;tasha19@adventure-works.com;70000,00;2;0;High School;Skilled Manual;0;2;4992 Yorba Linda;NULL;1 (11) 500 555-0159;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7485;473;18484;NULL;Dustin;M;Sharma;0;1955-12-16;S;NULL;M;dustin9@adventure-works.com;80000,00;2;0;High School;Skilled Manual;0;2;4262 Monterey Ave.;NULL;1 (11) 500 555-0113;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7496;656;18495;NULL;Jeremy;E;Phillips;0;1958-09-03;S;NULL;M;jeremy16@adventure-works.com;120000,00;5;1;Bachelors;Management;1;4;275 South Ranchford Ct;NULL;1 (11) 500 555-0187;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7694;599;18693;NULL;Ann;M;Subram;0;1969-06-19;S;NULL;F;ann18@adventure-works.com;90000,00;1;0;Graduate Degree;Management;1;0;1592 Working Drive;NULL;1 (11) 500 555-0178;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
8875;571;19874;NULL;Sara;NULL;Rogers;0;1950-03-26;M;NULL;F;sara21@adventure-works.com;40000,00;2;1;Partial High School;Skilled Manual;1;3;2061 Normal Ave.;NULL;120-555-0113;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
8418;483;19417;NULL;Alexis;NULL;Foster;0;1959-10-08;M;NULL;F;alexis39@adventure-works.com;30000,00;0;0;Bachelors;Clerical;1;0;Brunnenstr 4422;NULL;1 (11) 500 555-0110;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
444;493;11443;NULL;Grace;NULL;Griffin;0;1976-05-22;S;NULL;F;grace67@adventure-works.com;60000,00;0;0;Bachelors;Professional;0;4;9825 Mt. Dell Drive;NULL;1 (11) 500 555-0170;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
373;596;11372;NULL;Wendy;H;Romero;0;1978-05-15;S;NULL;F;wendy8@adventure-works.com;20000,00;0;0;Bachelors;Clerical;1;0;24 San Vincente Drive;NULL;1 (11) 500 555-0114;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
365;632;11364;NULL;Jennifer;NULL;Collins;0;1979-09-23;S;NULL;F;jennifer6@adventure-works.com;10000,00;1;1;High School;Manual;0;0;4536 Killdeer Court;NULL;1 (11) 500 555-0196;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3652;703;14651;NULL;Amber;NULL;Green;0;1960-05-14;M;NULL;F;amber15@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;5951 Bourton Ct.;NULL;487-555-0151;2001-12-08;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3794;506;14793;NULL;Clayton;NULL;Nath;0;1967-06-21;S;NULL;M;clayton36@adventure-works.com;40000,00;0;0;Bachelors;Clerical;1;0;2141 Del Monte Ct.;NULL;1 (11) 500 555-0168;2001-12-09;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
364;656;11363;NULL;Julian;NULL;Ross;0;1977-10-20;S;NULL;M;julian5@adventure-works.com;10000,00;0;0;High School;Manual;0;2;3346 Larkwood Ct.;NULL;1 (11) 500 555-0126;2001-12-09;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7701;692;18700;NULL;Ernest;C;Zhao;0;1968-10-06;S;NULL;M;ernest10@adventure-works.com;60000,00;2;2;Bachelors;Professional;0;1;1162 Relief Valley Ct;NULL;1 (11) 500 555-0174;2001-12-09;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7302;699;18301;NULL;Julie;NULL;Xu;0;1958-02-09;S;NULL;F;julie9@adventure-works.com;90000,00;2;0;Bachelors;Management;0;1;5484 The Trees Dr.;NULL;1 (11) 500 555-0120;2001-12-09;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17853;644;28852;NULL;Mariah;R;Watson;0;1970-09-07;M;NULL;F;mariah0@adventure-works.com;60000,00;2;0;Graduate Degree;Professional;1;0;5458 Birchwood;NULL;741-555-0166;2001-12-09;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17829;547;28828;NULL;Andrea;R;Murphy;0;1972-10-24;S;NULL;F;andrea16@adventure-works.com;70000,00;2;0;Graduate Degree;Professional;1;0;649 Hoke Dr;NULL;372-555-0196;2001-12-10;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18112;443;29111;NULL;Dale;A;Anand;0;1973-11-25;S;NULL;M;dale20@adventure-works.com;70000,00;0;0;Partial College;Professional;0;2;827 Near Dr.;NULL;587-555-0116;2001-12-10;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18137;582;29136;NULL;Caroline;L;Bryant;0;1964-05-08;M;NULL;F;caroline19@adventure-works.com;60000,00;4;2;Bachelors;Skilled Manual;1;2;2603 Brenda Circle;NULL;574-555-0157;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18049;584;29048;NULL;William;NULL;Harris;0;1968-10-03;S;NULL;M;william9@adventure-works.com;110000,00;2;1;Bachelors;Management;0;3;4736 S. Royal Links Circle;NULL;652-555-0181;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18057;570;29056;NULL;Angelica;NULL;Griffin;0;1979-03-05;M;NULL;F;angelica20@adventure-works.com;60000,00;0;0;Partial College;Skilled Manual;1;2;121 Keith Court;NULL;807-555-0129;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17834;479;28833;NULL;Abigail;NULL;Harris;0;1969-11-03;M;NULL;F;abigail54@adventure-works.com;60000,00;1;1;Bachelors;Skilled Manual;1;1;8620 Moss Hollow Court;NULL;364-555-0127;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17808;620;28807;NULL;Maria;L;Cox;0;1973-09-12;M;NULL;F;maria13@adventure-works.com;40000,00;0;0;Graduate Degree;Skilled Manual;1;0;946 Hanson Lane;NULL;821-555-0165;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7297;468;18296;NULL;Trisha;A;Li;0;1963-11-16;S;NULL;F;trisha21@adventure-works.com;70000,00;0;0;Bachelors;Professional;0;1;3596 Kingsford Dr.;NULL;1 (11) 500 555-0117;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7309;697;18308;NULL;Erica;P;Chen;0;1956-03-08;S;NULL;F;erica2@adventure-works.com;70000,00;1;0;Partial College;Skilled Manual;1;1;793 Crawford Street;NULL;1 (11) 500 555-0158;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7005;529;18004;NULL;Tonya;NULL;Shen;0;1966-01-10;M;NULL;F;tonya2@adventure-works.com;40000,00;0;0;Bachelors;Professional;0;0;9559, avenue de Villiers;NULL;1 (11) 500 555-0134;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7704;637;18703;NULL;Vincent;A;Huang;0;1967-09-10;S;NULL;M;vincent6@adventure-works.com;60000,00;2;2;Bachelors;Professional;0;1;6897 Deerfield Dr.;NULL;1 (11) 500 555-0119;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7497;492;18496;NULL;Vincent;NULL;Zheng;0;1958-02-05;S;NULL;M;vincent19@adventure-works.com;130000,00;0;0;Graduate Degree;Management;1;3;7199 Santa Fe Dr.;NULL;1 (11) 500 555-0193;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
7471;510;18470;NULL;Jennifer;NULL;Taylor;0;1954-10-19;S;NULL;F;jennifer37@adventure-works.com;80000,00;2;0;Partial College;Skilled Manual;0;2;7461 Megan Dr.;NULL;1 (11) 500 555-0110;2001-12-11;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3834;497;14833;NULL;Riley;NULL;Hayes;0;1962-06-13;S;NULL;F;riley19@adventure-works.com;30000,00;1;0;Partial College;Clerical;1;1;4766 Palm Ave;NULL;1 (11) 500 555-0110;2001-12-12;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
